Chr;start;end;depth
Chr1;882;883;352
Chr1;883;884;366
Chr1;884;885;359
Chr1;885;886;365
Chr1;886;887;366
Chr1;887;888;343
Chr1;888;889;366
Chr1;889;890;367
Chr1;890;891;364
Chr1;891;892;363
Chr1;892;893;359
Chr1;893;894;363
Chr1;894;895;356
Chr1;895;896;361
Chr1;896;897;339
Chr1;897;898;366
Chr1;898;899;367
Chr1;899;900;366
Chr1;900;901;364
Chr1;901;902;362
Chr1;902;903;351
Chr1;903;905;365
Chr1;905;906;360
Chr1;906;908;366
Chr1;908;909;363
Chr1;909;910;359
Chr1;910;911;363
Chr1;911;912;358
Chr1;912;913;360
Chr1;913;914;361
Chr1;914;915;342
Chr1;915;916;364
Chr1;916;917;366
Chr1;917;918;364
Chr1;918;919;351
Chr1;919;920;364
Chr1;920;921;361
Chr1;921;922;346
Chr1;922;923;365
Chr1;923;924;361
Chr1;924;925;350
Chr1;925;926;353
Chr1;926;927;365
Chr1;927;928;361
Chr1;928;930;359
Chr1;930;931;365
Chr1;931;933;359
Chr1;933;934;358
Chr1;934;935;355
Chr1;935;937;364
Chr1;937;938;361
Chr1;938;939;363
Chr1;939;940;358
Chr1;940;941;347
Chr1;941;943;366
Chr1;943;944;349
Chr1;944;945;365
Chr1;945;946;366
Chr1;946;947;364
Chr1;947;948;351
Chr1;948;949;365
Chr1;949;950;361
Chr1;950;951;347
Chr1;951;952;365
Chr1;952;953;354
Chr1;953;954;360
Chr1;954;955;359
Chr1;955;956;357
Chr1;956;957;363
Chr1;957;958;354
Chr1;958;959;364
Chr1;959;960;338
Chr1;960;961;364
Chr1;961;962;365
Chr1;962;963;364
Chr1;963;964;361
Chr1;964;965;366
Chr1;965;967;362
Chr1;967;968;359
Chr1;968;969;364
Chr1;969;970;361
Chr1;970;971;359
Chr1;971;972;362
Chr1;972;973;342
Chr1;973;974;365
Chr1;974;975;364
Chr1;975;976;351
Chr1;976;977;365
Chr1;977;978;354
Chr1;978;980;366
Chr1;980;981;361
Chr1;981;982;364
Chr1;982;983;355
Chr1;983;984;363
Chr1;984;985;346
Chr1;985;986;364
Chr1;986;987;360
Chr1;987;988;362
Chr1;988;989;331
Chr1;989;990;362
Chr1;990;991;366
Chr1;991;992;362
Chr1;992;993;359
Chr1;993;994;363
Chr1;994;995;352
Chr1;995;996;365
Chr1;996;997;364
Chr1;997;998;351
Chr1;998;999;363
Chr1;999;1000;365
Chr1;1000;1001;362
Chr1;1001;1002;360
Chr1;1002;1003;362
Chr1;1003;1004;363
Chr1;1004;1005;360
Chr1;1005;1006;361
Chr1;1006;1008;364
Chr1;1008;1009;346
Chr1;1009;1010;364
Chr1;1010;1011;347
Chr1;1011;1012;365
Chr1;1012;1013;361
Chr1;1013;1014;362
Chr1;1014;1015;339
Chr1;1015;1017;363
Chr1;1017;1018;339
Chr1;1018;1019;363
Chr1;1019;1020;366
Chr1;1020;1021;365
Chr1;1021;1022;366
Chr1;1022;1023;367
Chr1;1023;1024;363
Chr1;1024;1025;358
Chr1;1025;1027;361
Chr1;1027;1028;357
Chr1;1028;1029;346
Chr1;1029;1030;364
Chr1;1030;1031;366
Chr1;1031;1032;364
Chr1;1032;1033;359
Chr1;1033;1034;365
Chr1;1034;1035;351
Chr1;1035;1036;369
Chr1;1036;1037;368
Chr1;1037;1038;352
Chr1;1038;1039;368
Chr1;1039;1040;366
Chr1;1040;1041;362
Chr1;1041;1042;356
Chr1;1042;1043;361
Chr1;1043;1044;349
Chr1;1044;1045;364
Chr1;1045;1046;360
Chr1;1046;1047;367
Chr1;1047;1048;361
Chr1;1048;1049;358
Chr1;1049;1050;362
Chr1;1050;1051;365
Chr1;1051;1052;366
Chr1;1052;1053;361
Chr1;1053;1055;363
Chr1;1055;1056;360
Chr1;1056;1057;363
Chr1;1057;1058;362
Chr1;1058;1059;354
Chr1;1059;1060;362
Chr1;1060;1061;349
Chr1;1061;1062;366
Chr1;1062;1063;365
Chr1;1063;1064;352
Chr1;1064;1065;367
Chr1;1065;1067;357
Chr1;1067;1068;365
Chr1;1068;1069;345
Chr1;1069;1070;360
Chr1;1070;1071;353
Chr1;1071;1072;345
Chr1;1072;1073;361
Chr1;1073;1074;360
Chr1;1074;1075;359
Chr1;1075;1077;360
Chr1;1077;1078;358
Chr1;1078;1079;356
Chr1;1079;1080;359
Chr1;1080;1081;361
Chr1;1081;1082;352
Chr1;1082;1083;347
Chr1;1083;1084;362
Chr1;1084;1085;357
Chr1;1085;1086;363
Chr1;1086;1087;339
Chr1;1087;1088;362
Chr1;1088;1089;358
Chr1;1089;1090;349
Chr1;1090;1091;363
Chr1;1091;1092;355
Chr1;1092;1094;358
Chr1;1094;1095;356
Chr1;1095;1096;357
Chr1;1096;1097;356
Chr1;1097;1098;360
Chr1;1098;1099;359
Chr1;1099;1100;353
Chr1;1100;1101;347
Chr1;1101;1102;362
Chr1;1102;1103;360
Chr1;1103;1104;358
Chr1;1104;1105;359
Chr1;1105;1106;352
Chr1;1106;1107;360
Chr1;1107;1108;334
Chr1;1108;1110;361
Chr1;1110;1111;357
Chr1;1111;1112;341
Chr1;1112;1114;360
Chr1;1114;1115;358
Chr1;1115;1116;360
Chr1;1116;1117;350
Chr1;1117;1118;358
Chr1;1118;1119;351
Chr1;1119;1120;354
Chr1;1120;1121;360
Chr1;1121;1122;354
Chr1;1122;1123;361
Chr1;1123;1124;354
Chr1;1124;1125;356
Chr1;1125;1126;358
Chr1;1126;1127;362
Chr1;1127;1128;359
Chr1;1128;1129;345
Chr1;1129;1130;361
Chr1;1130;1131;344
Chr1;1131;1132;360
Chr1;1132;1133;358
Chr1;1133;1134;348
Chr1;1134;1135;358
Chr1;1135;1136;337
Chr1;1136;1137;360
Chr1;1137;1138;356
Chr1;1138;1139;345
Chr1;1139;1140;359
Chr1;1140;1141;344
Chr1;1141;1142;362
Chr1;1142;1143;363
Chr1;1143;1144;362
Chr1;1144;1145;342
Chr1;1145;1146;363
Chr1;1146;1147;361
Chr1;1147;1148;357
Chr1;1148;1149;362
Chr1;1149;1150;358
Chr1;1150;1151;360
Chr1;1151;1152;361
Chr1;1152;1153;330
Chr1;1153;1154;356
Chr1;1154;1155;362
Chr1;1155;1156;363
Chr1;1156;1157;360
Chr1;1157;1158;356
Chr1;1158;1159;351
Chr1;1159;1160;361
Chr1;1160;1161;353
Chr1;1161;1162;359
Chr1;1162;1163;343
Chr1;1163;1164;363
Chr1;1164;1165;357
Chr1;1165;1166;353
Chr1;1166;1167;360
Chr1;1167;1169;356
Chr1;1169;1170;333
Chr1;1170;1171;358
Chr1;1171;1172;363
Chr1;1172;1173;362
Chr1;1173;1174;360
Chr1;1174;1175;314
Chr1;1175;1176;358
Chr1;1176;1177;362
Chr1;1177;1178;363
Chr1;1178;1179;362
Chr1;1179;1180;360
Chr1;1180;1181;356
Chr1;1181;1182;360
Chr1;1182;1183;359
Chr1;1183;1184;358
Chr1;1184;1185;347
Chr1;1185;1186;362
Chr1;1186;1187;350
Chr1;1187;1188;356
Chr1;1188;1189;354
Chr1;1189;1190;360
Chr1;1190;1191;355
Chr1;1191;1192;343
Chr1;1192;1193;361
Chr1;1193;1194;363
Chr1;1194;1195;359
Chr1;1195;1196;358
Chr1;1196;1197;354
Chr1;1197;1198;356
Chr1;1198;1199;362
Chr1;1199;1200;343
Chr1;1200;1201;362
Chr1;1201;1202;361
Chr1;1202;1203;348
Chr1;1203;1204;363
Chr1;1204;1205;360
Chr1;1205;1206;356
Chr1;1206;1207;362
Chr1;1207;1208;341
Chr1;1208;1209;362
Chr1;1209;1210;357
Chr1;1210;1211;340
Chr1;1211;1212;362
Chr1;1212;1213;360
Chr1;1213;1214;362
Chr1;1214;1216;360
Chr1;1216;1217;346
Chr1;1217;1219;361
Chr1;1219;1220;358
Chr1;1220;1223;360
Chr1;1223;1224;357
Chr1;1224;1225;340
Chr1;1225;1227;363
Chr1;1227;1228;358
Chr1;1228;1229;360
Chr1;1229;1230;325
Chr1;1230;1231;359
Chr1;1231;1233;363
Chr1;1233;1234;359
Chr1;1234;1235;361
Chr1;1235;1236;352
Chr1;1236;1237;363
Chr1;1237;1238;357
Chr1;1238;1239;356
Chr1;1239;1240;361
Chr1;1240;1241;344
Chr1;1241;1243;361
Chr1;1243;1244;357
Chr1;1244;1245;356
Chr1;1245;1246;360
Chr1;1246;1247;359
Chr1;1247;1248;342
Chr1;1248;1249;361
Chr1;1249;1250;363
Chr1;1250;1251;364
Chr1;1251;1252;352
Chr1;1252;1253;360
Chr1;1253;1254;343
Chr1;1254;1256;363
Chr1;1256;1257;360
Chr1;1257;1258;350
Chr1;1258;1259;357
Chr1;1259;1260;320
Chr1;1260;1261;359
Chr1;1261;1262;364
Chr1;1262;1264;363
Chr1;1264;1265;362
Chr1;1265;1266;363
Chr1;1266;1267;362
Chr1;1267;1268;360
Chr1;1268;1269;358
Chr1;1269;1270;361
Chr1;1270;1271;360
Chr1;1271;1272;334
Chr1;1272;1273;362
Chr1;1273;1274;360
Chr1;1274;1275;361
Chr1;1275;1278;359
Chr1;1278;1279;356
Chr1;1279;1280;345
Chr1;1280;1281;361
Chr1;1281;1282;336
Chr1;1282;1283;359
Chr1;1283;1284;354
Chr1;1284;1285;360
Chr1;1285;1286;345
Chr1;1286;1287;361
Chr1;1287;1289;358
Chr1;1289;1290;356
Chr1;1290;1291;347
Chr1;1291;1292;361
Chr1;1292;1293;358
Chr1;1293;1294;336
Chr1;1294;1295;361
Chr1;1295;1296;363
Chr1;1296;1297;362
Chr1;1297;1298;358
Chr1;1298;1299;346
Chr1;1299;1300;362
Chr1;1300;1301;363
Chr1;1301;1302;356
Chr1;1302;1303;347
Chr1;1303;1304;362
Chr1;1304;1305;347
Chr1;1305;1306;362
Chr1;1306;1307;358
Chr1;1307;1308;357
Chr1;1308;1309;345
Chr1;1309;1310;363
Chr1;1310;1311;349
Chr1;1311;1312;363
Chr1;1312;1313;361
Chr1;1313;1314;350
