Chr;start;end;value
Chr1;32101;32200;0.263636363636364
Chr1;32201;32300;0.190909090909091
Chr1;32301;32400;0.236363636363636
Chr1;32401;32500;0.227272727272727
Chr1;32501;32600;0.336363636363636
Chr1;32601;32700;0.254545454545455
Chr1;32701;32800;0.272727272727273
Chr1;32801;32900;0.418181818181818
Chr1;32901;33000;0.227272727272727
Chr1;33001;33100;0.236363636363636
Chr1;33101;33200;0.309090909090909
Chr1;33201;33300;0.481818181818182
Chr1;33301;33400;0.345454545454545
Chr1;33401;33500;0.245454545454545
Chr1;33501;33600;0.263636363636364
Chr1;33601;33700;0.390909090909091
Chr1;33701;33800;0.218181818181818
Chr1;33801;33900;0.4
Chr1;33901;34000;0.290909090909091
Chr1;34001;34100;0.254545454545455
Chr1;34101;34200;0.318181818181818
Chr1;34201;34300;0.236363636363636
Chr1;34301;34400;0.181818181818182
Chr1;34401;34500;0.227272727272727
Chr1;34501;34600;0.2
Chr1;34601;34700;0.290909090909091
Chr1;34701;34800;0.2
Chr1;34801;34900;0.2
Chr1;34901;35000;0.227272727272727
Chr1;35001;35100;0.209090909090909
Chr1;35101;35200;0.190909090909091
Chr1;35201;35300;0.209090909090909
Chr1;35301;35400;0.254545454545455
Chr1;35401;35500;0.2
Chr1;35501;35600;0.190909090909091
Chr1;35601;35700;0.254545454545455
Chr1;35701;35800;0.254545454545455
Chr1;35801;35900;0.218181818181818
Chr1;35901;36000;0.236363636363636
Chr1;36001;36100;0.190909090909091
Chr1;36101;36200;0.218181818181818
Chr1;36201;36300;0.290909090909091
Chr1;36301;36400;0.290909090909091
Chr1;36401;36500;0.4
Chr1;36501;36600;0.2
Chr1;36601;36700;0.272727272727273
Chr1;36701;36800;0.272727272727273
Chr1;36801;36900;0.336363636363636
Chr1;36901;37000;0.318181818181818
Chr1;37001;37100;0.290909090909091
Chr1;37101;37200;0.245454545454545
Chr1;37201;37300;0.245454545454545
Chr1;37301;37400;0.209090909090909
Chr1;37401;37500;0.318181818181818
Chr1;37501;37600;0.209090909090909
Chr1;37601;37700;0.254545454545455
Chr1;37701;37800;0.181818181818182
Chr1;37801;37900;0.263636363636364
Chr1;37901;38000;0.209090909090909
Chr1;38001;38100;0.209090909090909
Chr1;38101;38200;0.309090909090909
Chr1;38201;38300;0.209090909090909
Chr1;38301;38400;0.218181818181818
Chr1;38401;38500;0.2
Chr1;38501;38600;0.227272727272727
Chr1;38601;38700;0.263636363636364
Chr1;38701;38800;0.236363636363636
Chr1;38801;38900;0.3
Chr1;38901;39000;0.190909090909091
Chr1;39001;39100;0.218181818181818
Chr1;39101;39200;0.318181818181818
Chr1;39201;39300;0.363636363636364
Chr1;39301;39400;0.318181818181818
Chr1;39401;39500;0.254545454545455
Chr1;39501;39600;0.145454545454545
Chr1;39601;39700;0.272727272727273
Chr1;39701;39800;0.218181818181818
Chr1;39801;39900;0.181818181818182
Chr1;39901;40000;0.3
Chr1;40001;40100;0.345454545454545
Chr1;40101;40200;0.245454545454545
Chr1;40201;40300;0.236363636363636
Chr1;40301;40400;0.190909090909091
Chr1;40401;40500;0.236363636363636
Chr1;40501;40600;0.309090909090909
Chr1;40601;40700;0.2
Chr1;40701;40800;0.245454545454545
Chr1;40801;40900;0.254545454545455
Chr1;40901;41000;0.272727272727273
Chr1;41001;41100;0.327272727272727
Chr1;41101;41200;0.245454545454545
Chr1;41201;41300;0.372727272727273
Chr1;41301;41400;0.336363636363636
Chr1;41401;41500;0.363636363636364
Chr1;41501;41600;0.345454545454545
Chr1;41601;41700;0.245454545454545
Chr1;41701;41800;0.190909090909091
Chr1;41801;41900;0.327272727272727
Chr1;41901;42000;0.263636363636364
Chr1;42001;42100;0.3
Chr1;42101;42200;0.281818181818182
Chr1;42201;42300;0.227272727272727
Chr1;42301;42400;0.272727272727273
Chr1;42401;42500;0.245454545454545
Chr1;42501;42600;0.254545454545455
Chr1;42601;42700;0.190909090909091
Chr1;42701;42800;0.372727272727273
Chr1;42801;42900;0.363636363636364
Chr1;42901;43000;0.327272727272727
Chr1;43001;43100;0.290909090909091
Chr1;43101;43200;0.3
Chr1;43201;43300;0.254545454545455
Chr1;43301;43400;0.163636363636364
Chr1;43401;43500;0.236363636363636
Chr1;43501;43600;0.2
Chr1;43601;43700;0.245454545454545
Chr1;43701;43800;0.218181818181818
Chr1;43801;43900;0.2
Chr1;43901;44000;0.227272727272727
Chr1;44001;44100;0.218181818181818
Chr1;44101;44200;0.245454545454545
Chr1;44201;44300;0.263636363636364
Chr1;44301;44400;0.245454545454545
Chr1;44401;44500;0.1
Chr1;44501;44600;0.2
Chr1;44601;44700;0.236363636363636
Chr1;44701;44800;0.209090909090909
Chr1;44801;44900;0.2
Chr1;44901;45000;0.172727272727273
Chr1;45001;45100;0.263636363636364
Chr1;45101;45200;0.3
Chr1;45201;45300;0.263636363636364
Chr1;45301;45400;0.263636363636364
Chr1;45401;45500;0.227272727272727
Chr1;45501;45600;0.2
Chr1;45601;45700;0.309090909090909
Chr1;45701;45800;0.245454545454545
Chr1;45801;45900;0.290909090909091
Chr1;45901;46000;0.245454545454545
Chr1;46001;46100;0.181818181818182
Chr1;46101;46200;0.163636363636364
Chr1;46201;46300;0.3
Chr1;46301;46400;0.2
Chr1;46401;46500;0.354545454545455
Chr1;46501;46600;0.290909090909091
Chr1;46601;46700;0.209090909090909
Chr1;46701;46800;0.227272727272727
Chr1;46801;46900;0.436363636363636
Chr1;46901;47000;0.363636363636364
Chr1;47001;47100;0.154545454545455
Chr1;47101;47200;0.4
Chr1;47201;47300;0.281818181818182
Chr1;47301;47400;0.190909090909091
Chr1;47401;47500;0.163636363636364
Chr1;47501;47600;0.190909090909091
Chr1;47601;47700;0.227272727272727
Chr1;47701;47800;0.227272727272727
Chr1;47801;47900;0.263636363636364
Chr1;47901;48000;0.254545454545455
Chr1;48001;48100;0.409090909090909
Chr1;48101;48200;0.327272727272727
Chr1;48201;48300;0.281818181818182
Chr1;48301;48400;0.236363636363636
Chr1;48401;48500;0.272727272727273
Chr1;48501;48600;0.3
Chr1;48601;48700;0.281818181818182
Chr1;48701;48800;0.245454545454545
Chr1;48801;48900;0.227272727272727
Chr1;48901;49000;0.272727272727273
Chr1;49001;49100;0.209090909090909
Chr1;49101;49200;0.3
Chr1;49201;49300;0.4
Chr1;49301;49400;0.209090909090909
Chr1;49401;49500;0.427272727272727
Chr1;49501;49600;0.472727272727273
Chr1;49601;49700;0.318181818181818
Chr1;49701;49800;0.281818181818182
Chr1;49801;49900;0.254545454545455
Chr1;49901;50000;0.227272727272727
Chr1;50001;50100;0.154545454545455
Chr1;50101;50200;0.227272727272727
Chr1;50201;50300;0.227272727272727
Chr1;50301;50400;0.236363636363636
Chr1;50401;50500;0.236363636363636
Chr1;50501;50600;0.327272727272727
Chr1;50601;50700;0.409090909090909
Chr1;50701;50800;0.418181818181818
Chr1;50801;50900;0.190909090909091
Chr1;50901;51000;0.190909090909091
Chr1;51001;51100;0.472727272727273
Chr1;51101;51200;0.127272727272727
Chr1;51201;51300;0.290909090909091
Chr1;51301;51400;0.318181818181818
Chr1;51401;51500;0.245454545454545
Chr1;51501;51600;0.190909090909091
Chr1;51601;51700;0.236363636363636
Chr1;51701;51800;0.227272727272727
Chr1;51801;51900;0.236363636363636
Chr1;51901;52000;0.281818181818182
Chr1;52001;52100;0.245454545454545
Chr1;52101;52200;0.209090909090909
Chr1;52201;52300;0.2
Chr1;52301;52400;0.227272727272727
Chr1;52401;52500;0.172727272727273
Chr1;52501;52600;0.209090909090909
Chr1;52601;52700;0.254545454545455
Chr1;52701;52800;0.254545454545455
Chr1;52801;52900;0.3
Chr1;52901;53000;0.263636363636364
Chr1;53001;53100;0.245454545454545
Chr1;53101;53200;0.372727272727273
Chr1;53201;53300;0.236363636363636
Chr1;53301;53400;0.163636363636364
Chr1;53401;53500;0.209090909090909
Chr1;53501;53600;0.172727272727273
Chr1;53601;53700;0.236363636363636
Chr1;53701;53800;0.236363636363636
Chr1;53801;53900;0.254545454545455
Chr1;53901;54000;0.263636363636364
Chr1;54001;54100;0.3
Chr1;54101;54200;0.309090909090909
Chr1;54201;54300;0.3
Chr1;54301;54400;0.290909090909091
Chr1;54401;54500;0.281818181818182
Chr1;54501;54600;0.2
Chr1;54601;54700;0.163636363636364
Chr1;54701;54800;0.209090909090909
Chr1;54801;54900;0.3
Chr1;54901;55000;0.2
Chr1;55001;55100;0.190909090909091
Chr1;55101;55200;0.136363636363636
Chr1;55201;55300;0.163636363636364
Chr1;55301;55400;0.163636363636364
Chr1;55401;55500;0.163636363636364
Chr1;55501;55600;0.163636363636364
Chr1;55601;55700;0.172727272727273
Chr1;55701;55800;0.272727272727273
Chr1;55801;55900;0.272727272727273
Chr1;55901;56000;0.263636363636364
Chr1;56001;56100;0.209090909090909
Chr1;56101;56200;0.209090909090909
Chr1;56201;56300;0.2
Chr1;56301;56400;0.218181818181818
Chr1;56401;56500;0.281818181818182
Chr1;56501;56600;0.236363636363636
Chr1;56601;56700;0.227272727272727
Chr1;56701;56800;0.227272727272727
Chr1;56801;56900;0.245454545454545
Chr1;56901;57000;0.209090909090909
Chr1;57001;57100;0.263636363636364
Chr1;57101;57200;0.309090909090909
Chr1;57201;57300;0.272727272727273
Chr1;57301;57400;0.218181818181818
Chr1;57401;57500;0.190909090909091
Chr1;57501;57600;0.254545454545455
Chr1;57601;57700;0.263636363636364
Chr1;57701;57800;0.345454545454545
Chr1;57801;57900;0.254545454545455
Chr1;57901;58000;0.254545454545455
Chr1;58001;58100;0.254545454545455
Chr1;58101;58200;0.263636363636364
Chr1;58201;58300;0.272727272727273
Chr1;58301;58400;0.309090909090909
Chr1;58401;58500;0.272727272727273
Chr1;58501;58600;0.309090909090909
Chr1;58601;58700;0.381818181818182
Chr1;58701;58800;0.436363636363636
Chr1;58801;58900;0.354545454545455
Chr1;58901;59000;0.172727272727273
Chr1;59001;59100;0.409090909090909
Chr1;59101;59200;0.3
Chr1;59201;59300;0.245454545454545
Chr1;59301;59400;0.172727272727273
Chr1;59401;59500;0.218181818181818
Chr1;59501;59600;0.245454545454545
Chr1;59601;59700;0.254545454545455
Chr1;59701;59800;0.327272727272727
Chr1;59801;59900;0.227272727272727
Chr1;59901;60000;0.263636363636364
Chr1;60001;60100;0.145454545454545
Chr1;60101;60200;0.209090909090909
Chr1;60201;60300;0.190909090909091
Chr1;60301;60400;0.254545454545455
Chr1;60401;60500;0.254545454545455
Chr1;60501;60600;0.309090909090909
Chr1;60601;60700;0.236363636363636
Chr1;60701;60800;0.154545454545455
Chr1;60801;60900;0.190909090909091
Chr1;60901;61000;0.172727272727273
Chr1;61001;61100;0.227272727272727
Chr1;61101;61200;0.281818181818182
Chr1;61201;61300;0.190909090909091
Chr1;61301;61400;0.290909090909091
Chr1;61401;61500;0.272727272727273
Chr1;61501;61600;0.281818181818182
Chr1;61601;61700;0.236363636363636
Chr1;61701;61800;0.190909090909091
Chr1;61801;61900;0.209090909090909
Chr1;61901;62000;0.181818181818182
Chr1;62001;62100;0.2
Chr1;62101;62200;0.345454545454545
Chr1;62201;62300;0.236363636363636
Chr1;62301;62400;0.527272727272727
Chr1;62401;62500;0.427272727272727
Chr1;62501;62600;0.181818181818182
Chr1;62601;62700;0.372727272727273
Chr1;62701;62800;0.345454545454545
Chr1;62801;62900;0.172727272727273
Chr1;62901;63000;0.254545454545455
Chr1;63001;63100;0.227272727272727
Chr1;63101;63200;0.218181818181818
Chr1;63201;63300;0.336363636363636
Chr1;63301;63400;0.236363636363636
Chr1;63401;63500;0.209090909090909
Chr1;63501;63600;0.145454545454545
Chr1;63601;63700;0.181818181818182
Chr1;63701;63800;0.236363636363636
Chr1;63801;63900;0.281818181818182
Chr1;63901;64000;0.263636363636364
Chr1;64001;64100;0.172727272727273
Chr1;64101;64200;0.3
Chr1;64201;64300;0.190909090909091
Chr1;64301;64400;0.209090909090909
Chr1;64401;64500;0.263636363636364
Chr1;64501;64600;0.227272727272727
Chr1;64601;64700;0.245454545454545
Chr1;64701;64800;0.2
Chr1;64801;64900;0.272727272727273
Chr1;64901;65000;0.163636363636364
Chr1;65001;65100;0.318181818181818
Chr1;65101;65200;0.345454545454545
Chr1;65201;65300;0.263636363636364
Chr1;65301;65400;0.290909090909091
Chr1;65401;65500;0.227272727272727
Chr1;65501;65600;0.3
Chr1;65601;65700;0.281818181818182
Chr1;65701;65800;0.245454545454545
Chr1;65801;65900;0.318181818181818
Chr1;65901;66000;0.336363636363636
Chr1;66001;66100;0.245454545454545
Chr1;66101;66200;0.336363636363636
Chr1;66201;66300;0.2
Chr1;66301;66400;0.263636363636364
Chr1;66401;66500;0.209090909090909
Chr1;66501;66600;0.3
Chr1;66601;66700;0.318181818181818
Chr1;66701;66800;0.281818181818182
Chr1;66801;66900;0.272727272727273
Chr1;66901;67000;0.190909090909091
Chr1;67001;67100;0.181818181818182
Chr1;67101;67200;0.218181818181818
Chr1;67201;67300;0.163636363636364
Chr1;67301;67400;0.163636363636364
Chr1;67401;67500;0.145454545454545
Chr1;67501;67600;0.163636363636364
Chr1;67601;67700;0.354545454545455
Chr1;67701;67800;0.281818181818182
Chr1;67801;67900;0.281818181818182
Chr1;67901;68000;0.336363636363636
Chr1;68001;68100;0.309090909090909
Chr1;68101;68200;0.390909090909091
Chr1;68201;68300;0.245454545454545
Chr1;68301;68400;0.227272727272727
Chr1;68401;68500;0.318181818181818
Chr1;68501;68600;0.345454545454545
Chr1;68601;68700;0.318181818181818
Chr1;68701;68800;0.281818181818182
Chr1;68801;68900;0.2
Chr1;68901;69000;0.5
Chr1;69001;69100;0.472727272727273
Chr1;69101;69200;0.254545454545455
Chr1;69201;69300;0.2
Chr1;69301;69400;0.318181818181818
Chr1;69401;69500;0.427272727272727
Chr1;69501;69600;0.263636363636364
Chr1;69601;69700;0.236363636363636
Chr1;69701;69800;0.190909090909091
Chr1;69801;69900;0.163636363636364
Chr1;69901;70000;0.281818181818182
Chr1;70001;70100;0.209090909090909
Chr1;70101;70200;0.272727272727273
Chr1;70201;70300;0.236363636363636
Chr1;70301;70400;0.236363636363636
Chr1;70401;70500;0.181818181818182
Chr1;70501;70600;0.209090909090909
Chr1;70601;70700;0.136363636363636
Chr1;70701;70800;0.290909090909091
Chr1;70801;70900;0.3
Chr1;70901;71000;0.281818181818182
Chr1;71001;71100;0.209090909090909
Chr1;71101;71200;0.172727272727273
Chr1;71201;71300;0.290909090909091
Chr1;71301;71400;0.254545454545455
Chr1;71401;71500;0.236363636363636
Chr1;71501;71600;0.2
Chr1;71601;71700;0.2
Chr1;71701;71800;0.218181818181818
Chr1;71801;71900;0.309090909090909
Chr1;71901;72000;0.236363636363636
Chr1;72001;72100;0.181818181818182
Chr1;72101;72200;0.254545454545455
Chr1;72201;72300;0.227272727272727
Chr1;72301;72400;0.2
Chr1;72401;72500;0.227272727272727
Chr1;72501;72600;0.2
Chr1;72601;72700;0.381818181818182
Chr1;72701;72800;0.354545454545455
Chr1;72801;72900;0.290909090909091
Chr1;72901;73000;0.272727272727273
Chr1;73001;73100;0.318181818181818
Chr1;73101;73200;0.218181818181818
Chr1;73201;73300;0.218181818181818
Chr1;73301;73400;0.245454545454545
Chr1;73401;73500;0.290909090909091
Chr1;73501;73600;0.218181818181818
Chr1;73601;73700;0.245454545454545
Chr1;73701;73800;0.2
Chr1;73801;73900;0.263636363636364
Chr1;73901;74000;0.272727272727273
Chr1;74001;74100;0.3
Chr1;74101;74200;0.227272727272727
Chr1;74201;74300;0.290909090909091
Chr1;74301;74400;0.290909090909091
Chr1;74401;74500;0.245454545454545
Chr1;74501;74600;0.2
Chr1;74601;74700;0.218181818181818
Chr1;74701;74800;0.136363636363636
Chr1;74801;74900;0.2
Chr1;74901;75000;0.236363636363636
Chr1;75001;75100;0.254545454545455
Chr1;75101;75200;0.254545454545455
Chr1;75201;75300;0.181818181818182
Chr1;75301;75400;0.190909090909091
