Chr;start;end;value
Chr1;11101;11200;46
Chr1;11201;11300;40
Chr1;11301;11400;44
Chr1;11401;11500;53
Chr1;11501;11600;41
Chr1;11601;11700;40
Chr1;11701;11800;50
Chr1;11801;11900;49
Chr1;11901;12000;41
Chr1;12001;12100;46
Chr1;12101;12200;58
Chr1;12201;12300;25
Chr1;12301;12400;14
Chr1;12401;12500;16
Chr1;12501;12600;43
Chr1;12601;12700;48
Chr1;12701;12800;44
Chr1;12801;12900;55
Chr1;12901;13000;33
Chr1;13001;13100;25
Chr1;13101;13200;62
Chr1;13201;13300;38
Chr1;13301;13400;45
Chr1;13401;13500;54
Chr1;13501;13600;51
Chr1;13601;13700;38
Chr1;13701;13800;49
Chr1;13801;13900;53
Chr1;13901;14000;58
Chr1;14001;14100;37
Chr1;14101;14200;42
Chr1;14201;14300;65
Chr1;14301;14400;59
Chr1;14401;14500;41
Chr1;14501;14600;38
Chr1;14601;14700;53
Chr1;14701;14800;49
Chr1;14801;14900;39
Chr1;14901;15000;42
Chr1;15001;15100;30
Chr1;15101;15200;20
Chr1;15201;15300;21
Chr1;15301;15400;32
Chr1;15401;15500;26
Chr1;15501;15600;17
Chr1;15601;15700;33
Chr1;15701;15800;43
Chr1;15801;15900;78
Chr1;15901;16000;47
Chr1;16001;16100;49
Chr1;16101;16200;29
Chr1;16201;16300;51
Chr1;16301;16400;38
Chr1;16401;16500;56
Chr1;16501;16600;39
Chr1;16601;16700;59
Chr1;16701;16800;51
Chr1;16801;16900;42
Chr1;16901;17000;52
Chr1;17001;17100;53
Chr1;17101;17200;49
Chr1;17201;17300;44
Chr1;17301;17400;48
Chr1;17401;17500;47
Chr1;17501;17600;40
Chr1;17601;17700;41
Chr1;17701;17800;49
Chr1;17801;17900;56
Chr1;17901;18000;38
Chr1;18001;18100;51
Chr1;18101;18200;38
Chr1;18201;18300;51
Chr1;18301;18400;39
Chr1;18401;18500;49
Chr1;18501;18600;43
Chr1;18601;18700;41
Chr1;18701;18800;48
Chr1;18801;18900;47
Chr1;18901;19000;38
Chr1;19001;19100;47
Chr1;19101;19200;55
Chr1;19201;19300;43
Chr1;19301;19400;37
Chr1;19401;19500;47
Chr1;19501;19600;68
Chr1;19601;19700;48
Chr1;19701;19800;50
Chr1;19801;19900;37
Chr1;19901;20000;45
Chr1;20001;20100;39
Chr1;20101;20200;51
Chr1;20201;20300;45
Chr1;20301;20400;50
Chr1;20401;20500;42
Chr1;20501;20600;42
Chr1;20601;20700;54
Chr1;20701;20800;48
Chr1;20801;20900;46
Chr1;20901;21000;44
Chr1;21001;21100;40
Chr1;21101;21200;52
Chr1;21201;21300;59
Chr1;21301;21400;54
Chr1;21401;21500;44
Chr1;21501;21600;44
Chr1;21601;21700;50
Chr1;21701;21800;32
Chr1;21801;21900;45
Chr1;21901;22000;36
Chr1;22001;22100;47
Chr1;22101;22200;29
Chr1;22201;22300;40
Chr1;22301;22400;38
Chr1;22401;22500;34
Chr1;22501;22600;54
Chr1;22601;22700;50
Chr1;22701;22800;38
Chr1;22801;22900;40
Chr1;22901;23000;46
Chr1;23001;23100;49
Chr1;23101;23200;46
Chr1;23201;23300;41
Chr1;23301;23400;30
Chr1;23401;23500;50
Chr1;23501;23600;49
Chr1;23601;23700;40
Chr1;23701;23800;45
Chr1;23801;23900;26
Chr1;23901;24000;22
Chr1;24001;24100;31
Chr1;24101;24200;28
Chr1;24201;24300;39
Chr1;24301;24400;34
Chr1;24401;24500;46
Chr1;24501;24600;53
Chr1;24601;24700;36
Chr1;24701;24800;57
Chr1;24801;24900;35
Chr1;24901;25000;60
Chr1;25001;25100;43
Chr1;25101;25200;53
Chr1;25201;25300;53
Chr1;25301;25400;29
Chr1;25401;25500;50
Chr1;25501;25600;24
Chr1;25601;25700;32
Chr1;25701;25800;40
Chr1;25801;25900;36
Chr1;25901;26000;55
Chr1;26001;26100;38
Chr1;26101;26200;55
Chr1;26201;26300;39
Chr1;26301;26400;41
Chr1;26401;26500;36
Chr1;26501;26600;51
Chr1;26601;26700;38
Chr1;26701;26800;39
Chr1;26801;26900;37
Chr1;26901;27000;54
Chr1;27001;27100;41
Chr1;27101;27200;24
Chr1;27201;27300;57
Chr1;27301;27400;55
Chr1;27401;27500;53
Chr1;27501;27600;30
Chr1;27601;27700;40
Chr1;27701;27800;19
Chr1;27801;27900;41
Chr1;27901;28000;35
Chr1;28001;28100;46
Chr1;28101;28200;34
Chr1;28201;28300;51
Chr1;28301;28400;32
Chr1;28401;28500;69
Chr1;28501;28600;59
Chr1;28601;28700;34
Chr1;28701;28800;44
Chr1;28801;28900;30
Chr1;28901;29000;50
Chr1;29001;29100;52
Chr1;29101;29200;44
Chr1;29201;29300;49
Chr1;29301;29400;46
Chr1;29401;29500;41
Chr1;29501;29600;46
Chr1;29601;29700;45
Chr1;29701;29800;44
Chr1;29801;29900;46
Chr1;29901;30000;49
Chr1;30001;30100;55
Chr1;30101;30200;46
Chr1;30201;30300;41
Chr1;30301;30400;43
Chr1;30401;30500;45
Chr1;30501;30600;38
Chr1;30601;30700;42
Chr1;30701;30800;53
Chr1;30801;30900;68
Chr1;30901;31000;38
Chr1;31001;31100;43
Chr1;31101;31200;35
Chr1;31201;31300;40
Chr1;31301;31400;38
Chr1;31401;31500;42
Chr1;31501;31600;40
Chr1;31601;31700;51
Chr1;31701;31800;39
Chr1;31801;31900;44
Chr1;31901;32000;35
Chr1;32001;32100;32
Chr1;32101;32200;38
Chr1;32201;32300;41
Chr1;32301;32400;36
Chr1;32401;32500;45
Chr1;32501;32600;42
Chr1;32601;32700;30
Chr1;32701;32800;44
Chr1;32801;32900;27
Chr1;32901;33000;28
Chr1;33001;33100;43
Chr1;33101;33200;53
Chr1;33201;33300;69
Chr1;33301;33400;48
Chr1;33401;33500;50
Chr1;33501;33600;32
Chr1;33601;33700;50
Chr1;33701;33800;41
Chr1;33801;33900;41
Chr1;33901;34000;42
Chr1;34001;34100;49
Chr1;34101;34200;42
Chr1;34201;34300;43
Chr1;34301;34400;50
Chr1;34401;34500;55
Chr1;34501;34600;30
Chr1;34601;34700;49
Chr1;34701;34800;39
Chr1;34801;34900;55
Chr1;34901;35000;38
Chr1;35001;35100;39
Chr1;35101;35200;43
Chr1;35201;35300;48
Chr1;35301;35400;43
Chr1;35401;35500;45
Chr1;35501;35600;28
Chr1;35601;35700;44
Chr1;35701;35800;37
Chr1;35801;35900;32
Chr1;35901;36000;54
Chr1;36001;36100;44
Chr1;36101;36200;35
Chr1;36201;36300;25
Chr1;36301;36400;45
Chr1;36401;36500;60
Chr1;36501;36600;31
Chr1;36601;36700;41
Chr1;36701;36800;39
Chr1;36801;36900;56
Chr1;36901;37000;46
Chr1;37001;37100;40
Chr1;37101;37200;33
Chr1;37201;37300;53
Chr1;37301;37400;29
Chr1;37401;37500;43
Chr1;37501;37600;40
Chr1;37601;37700;34
Chr1;37701;37800;28
Chr1;37801;37900;50
Chr1;37901;38000;47
Chr1;38001;38100;39
Chr1;38101;38200;46
Chr1;38201;38300;37
Chr1;38301;38400;28
Chr1;38401;38500;34
Chr1;38501;38600;44
Chr1;38601;38700;49
Chr1;38701;38800;66
Chr1;38801;38900;45
Chr1;38901;39000;44
Chr1;39001;39100;55
Chr1;39101;39200;44
Chr1;39201;39300;49
Chr1;39301;39400;46
Chr1;39401;39500;44
Chr1;39501;39600;56
Chr1;39601;39700;56
Chr1;39701;39800;38
Chr1;39801;39900;37
Chr1;39901;40000;58
Chr1;40001;40100;48
Chr1;40101;40200;36
Chr1;40201;40300;41
Chr1;40301;40400;35
Chr1;40401;40500;42
Chr1;40501;40600;45
Chr1;40601;40700;39
Chr1;40701;40800;35
Chr1;40801;40900;38
Chr1;40901;41000;31
Chr1;41001;41100;27
Chr1;41101;41200;40
Chr1;41201;41300;50
Chr1;41301;41400;49
Chr1;41401;41500;59
Chr1;41501;41600;47
Chr1;41601;41700;39
Chr1;41701;41800;27
Chr1;41801;41900;35
Chr1;41901;42000;44
Chr1;42001;42100;34
Chr1;42101;42200;48
Chr1;42201;42300;43
Chr1;42301;42400;58
Chr1;42401;42500;49
Chr1;42501;42600;41
Chr1;42601;42700;35
Chr1;42701;42800;40
Chr1;42801;42900;49
Chr1;42901;43000;37
Chr1;43001;43100;44
Chr1;43101;43200;46
Chr1;43201;43300;37
Chr1;43301;43400;32
Chr1;43401;43500;37
Chr1;43501;43600;39
Chr1;43601;43700;30
Chr1;43701;43800;36
Chr1;43801;43900;13
Chr1;43901;44000;22
Chr1;44001;44100;45
Chr1;44101;44200;46
Chr1;44201;44300;60
Chr1;44301;44400;40
Chr1;44401;44500;32
Chr1;44501;44600;42
Chr1;44601;44700;49
Chr1;44701;44800;55
Chr1;44801;44900;53
Chr1;44901;45000;53
Chr1;45001;45100;31
Chr1;45101;45200;35
Chr1;45201;45300;47
Chr1;45301;45400;47
Chr1;45401;45500;31
Chr1;45501;45600;29
Chr1;45601;45700;35
Chr1;45701;45800;41
Chr1;45801;45900;48
Chr1;45901;46000;61
Chr1;46001;46100;58
Chr1;46101;46200;47
Chr1;46201;46300;38
Chr1;46301;46400;39
Chr1;46401;46500;43
Chr1;46501;46600;20
Chr1;46601;46700;28
Chr1;46701;46800;60
Chr1;46801;46900;49
Chr1;46901;47000;36
Chr1;47001;47100;31
Chr1;47101;47200;34
Chr1;47201;47300;49
Chr1;47301;47400;65
Chr1;47401;47500;67
Chr1;47501;47600;47
Chr1;47601;47700;44
Chr1;47701;47800;25
Chr1;47801;47900;32
Chr1;47901;48000;32
Chr1;48001;48100;36
Chr1;48101;48200;24
Chr1;48201;48300;27
Chr1;48301;48400;49
Chr1;48401;48500;36
Chr1;48501;48600;24
Chr1;48601;48700;37
Chr1;48701;48800;54
Chr1;48801;48900;55
Chr1;48901;49000;25
Chr1;49001;49100;38
Chr1;49101;49200;36
Chr1;49201;49300;32
Chr1;49301;49400;43
Chr1;49401;49500;42
Chr1;49501;49600;37
Chr1;49601;49700;33
Chr1;49701;49800;52
Chr1;49801;49900;55
Chr1;49901;50000;47
Chr1;50001;50100;46
Chr1;50101;50200;39
Chr1;50201;50300;45
Chr1;50301;50400;31
Chr1;50401;50500;31
Chr1;50501;50600;36
Chr1;50601;50700;47
Chr1;50701;50800;49
Chr1;50801;50900;43
Chr1;50901;51000;54
Chr1;51001;51100;57
Chr1;51101;51200;37
Chr1;51201;51300;44
Chr1;51301;51400;43
Chr1;51401;51500;34
Chr1;51501;51600;34
Chr1;51601;51700;58
Chr1;51701;51800;58
Chr1;51801;51900;48
Chr1;51901;52000;39
Chr1;52001;52100;38
Chr1;52101;52200;46
Chr1;52201;52300;36
Chr1;52301;52400;36
Chr1;52401;52500;34
Chr1;52501;52600;47
Chr1;52601;52700;30
Chr1;52701;52800;37
Chr1;52801;52900;63
Chr1;52901;53000;25
Chr1;53001;53100;37
Chr1;53101;53200;38
Chr1;53201;53300;36
Chr1;53301;53400;52
Chr1;53401;53500;56
Chr1;53501;53600;50
Chr1;53601;53700;24
Chr1;53701;53800;66
Chr1;53801;53900;50
Chr1;53901;54000;57
Chr1;54001;54100;65
Chr1;54101;54200;63
Chr1;54201;54300;35
Chr1;54301;54400;37
Chr1;54401;54500;26
Chr1;54501;54600;38
Chr1;54601;54700;41
Chr1;54701;54800;38
Chr1;54801;54900;32
Chr1;54901;55000;16
Chr1;55001;55100;23
Chr1;55101;55200;18
Chr1;55201;55300;38
Chr1;55301;55400;12
Chr1;55401;55500;41
Chr1;55501;55600;15
Chr1;55601;55700;42
Chr1;55701;55800;31
Chr1;55801;55900;25
Chr1;55901;56000;36
Chr1;56001;56100;54
Chr1;56101;56200;60
Chr1;56201;56300;33
Chr1;56301;56400;17
Chr1;56401;56500;40
Chr1;56501;56600;45
Chr1;56601;56700;38
Chr1;56701;56800;36
Chr1;56801;56900;33
Chr1;56901;57000;39
Chr1;57001;57100;49
Chr1;57101;57200;48
Chr1;57201;57300;38
Chr1;57301;57400;32
Chr1;57401;57500;39
Chr1;57501;57600;50
Chr1;57601;57700;41
Chr1;57701;57800;33
Chr1;57801;57900;29
Chr1;57901;58000;59
Chr1;58001;58100;48
Chr1;58101;58200;42
Chr1;58201;58300;56
Chr1;58301;58400;49
Chr1;58401;58500;50
Chr1;58501;58600;57
Chr1;58601;58700;36
Chr1;58701;58800;24
Chr1;58801;58900;35
Chr1;58901;59000;45
Chr1;59001;59100;40
Chr1;59101;59200;41
Chr1;59201;59300;55
Chr1;59301;59400;34
Chr1;59401;59500;46
Chr1;59501;59600;51
Chr1;59601;59700;37
Chr1;59701;59800;41
Chr1;59801;59900;53
Chr1;59901;60000;40
Chr1;60001;60100;42
Chr1;60101;60200;48
Chr1;60201;60300;35
Chr1;60301;60400;26
Chr1;60401;60500;34
Chr1;60501;60600;54
Chr1;60601;60700;40
Chr1;60701;60800;46
Chr1;60801;60900;44
Chr1;60901;61000;47
Chr1;61001;61100;44
Chr1;61101;61200;48
Chr1;61201;61300;44
Chr1;61301;61400;54
Chr1;61401;61500;25
Chr1;61501;61600;20
Chr1;61601;61700;36
Chr1;61701;61800;50
Chr1;61801;61900;29
Chr1;61901;62000;52
Chr1;62001;62100;49
Chr1;62101;62200;54
Chr1;62201;62300;62
Chr1;62301;62400;41
Chr1;62401;62500;40
Chr1;62501;62600;53
Chr1;62601;62700;55
Chr1;62701;62800;44
Chr1;62801;62900;28
Chr1;62901;63000;39
Chr1;63001;63100;51
Chr1;63101;63200;45
Chr1;63201;63300;26
Chr1;63301;63400;29
Chr1;63401;63500;44
Chr1;63501;63600;48
Chr1;63601;63700;35
Chr1;63701;63800;38
Chr1;63801;63900;33
Chr1;63901;64000;37
Chr1;64001;64100;35
Chr1;64101;64200;40
Chr1;64201;64300;33
Chr1;64301;64400;39
Chr1;64401;64500;47
Chr1;64501;64600;59
Chr1;64601;64700;41
Chr1;64701;64800;48
Chr1;64801;64900;26
Chr1;64901;65000;42
Chr1;65001;65100;39
Chr1;65101;65200;41
Chr1;65201;65300;27
Chr1;65301;65400;44
Chr1;65401;65500;22
Chr1;65501;65600;47
Chr1;65601;65700;20
Chr1;65701;65800;10
Chr1;65801;65900;28
Chr1;65901;66000;34
Chr1;66001;66100;53
Chr1;66101;66200;47
Chr1;66201;66300;43
Chr1;66301;66400;39
Chr1;66401;66500;44
Chr1;66501;66600;41
Chr1;66601;66700;43
Chr1;66701;66800;31
Chr1;66801;66900;32
Chr1;66901;67000;41
Chr1;67001;67100;37
Chr1;67101;67200;42
Chr1;67201;67300;41
Chr1;67301;67400;29
Chr1;67401;67500;54
Chr1;67501;67600;45
Chr1;67601;67700;35
Chr1;67701;67800;44
Chr1;67801;67900;52
Chr1;67901;68000;36
Chr1;68001;68100;48
Chr1;68101;68200;46
Chr1;68201;68300;56
Chr1;68301;68400;36
Chr1;68401;68500;38
Chr1;68501;68600;39
Chr1;68601;68700;39
Chr1;68701;68800;33
Chr1;68801;68900;29
Chr1;68901;69000;51
Chr1;69001;69100;45
Chr1;69101;69200;56
Chr1;69201;69300;36
Chr1;69301;69400;38
Chr1;69401;69500;32
Chr1;69501;69600;41
Chr1;69601;69700;47
Chr1;69701;69800;52
Chr1;69801;69900;29
Chr1;69901;70000;58
Chr1;70001;70100;48
Chr1;70101;70200;67
Chr1;70201;70300;52
Chr1;70301;70400;37
Chr1;70401;70500;32
Chr1;70501;70600;44
Chr1;70601;70700;32
Chr1;70701;70800;38
Chr1;70801;70900;39
Chr1;70901;71000;38
Chr1;71001;71100;35
Chr1;71101;71200;40
Chr1;71201;71300;39
Chr1;71301;71400;50
Chr1;71401;71500;41
Chr1;71501;71600;60
Chr1;71601;71700;46
Chr1;71701;71800;36
Chr1;71801;71900;25
Chr1;71901;72000;43
Chr1;72001;72100;52
Chr1;72101;72200;50
Chr1;72201;72300;31
Chr1;72301;72400;36
Chr1;72401;72500;42
Chr1;72501;72600;31
Chr1;72601;72700;52
Chr1;72701;72800;41
Chr1;72801;72900;38
Chr1;72901;73000;42
Chr1;73001;73100;28
Chr1;73101;73200;21
Chr1;73201;73300;29
Chr1;73301;73400;33
Chr1;73401;73500;42
Chr1;73501;73600;37
Chr1;73601;73700;34
Chr1;73701;73800;46
Chr1;73801;73900;40
Chr1;73901;74000;44
Chr1;74001;74100;46
Chr1;74101;74200;56
Chr1;74201;74300;43
Chr1;74301;74400;50
Chr1;74401;74500;56
Chr1;74501;74600;51
Chr1;74601;74700;41
Chr1;74701;74800;15
Chr1;74801;74900;51
Chr1;74901;75000;38
Chr1;75001;75100;43
Chr1;75101;75200;40
Chr1;75201;75300;39
Chr1;75301;75400;43
Chr1;75401;75500;47
Chr1;75501;75600;41
Chr1;75601;75700;46
Chr1;75701;75800;46
Chr1;75801;75900;51
Chr1;75901;76000;46
Chr1;76001;76100;41
Chr1;76101;76200;53
Chr1;76201;76300;39
Chr1;76301;76400;48
Chr1;76401;76500;28
Chr1;76501;76600;32
Chr1;76601;76700;44
Chr1;76701;76800;59
Chr1;76801;76900;39
Chr1;76901;77000;44
Chr1;77001;77100;53
Chr1;77101;77200;52
Chr1;77201;77300;46
Chr1;77301;77400;35
Chr1;77401;77500;36
Chr1;77501;77600;42
Chr1;77601;77700;43
Chr1;77701;77800;35
Chr1;77801;77900;41
Chr1;77901;78000;39
Chr1;78001;78100;41
Chr1;78101;78200;37
Chr1;78201;78300;40
Chr1;78301;78400;41
Chr1;78401;78500;42
Chr1;78501;78600;59
Chr1;78601;78700;51
Chr1;78701;78800;33
Chr1;78801;78900;39
Chr1;78901;79000;40
Chr1;79001;79100;55
Chr1;79101;79200;48
Chr1;79201;79300;33
Chr1;79301;79400;59
Chr1;79401;79500;45
Chr1;79501;79600;54
Chr1;79601;79700;31
Chr1;79701;79800;52
Chr1;79801;79900;47
Chr1;79901;80000;44
Chr1;80001;80100;43
Chr1;80101;80200;56
Chr1;80201;80300;45
Chr1;80301;80400;38
Chr1;80401;80500;40
Chr1;80501;80600;39
Chr1;80601;80700;47
Chr1;80701;80800;55
Chr1;80801;80900;39
Chr1;80901;81000;50
Chr1;81001;81100;40
Chr1;81101;81200;47
Chr1;81201;81300;44
Chr1;81301;81400;40
Chr1;81401;81500;38
Chr1;81501;81600;40
Chr1;81601;81700;37
Chr1;81701;81800;49
Chr1;81801;81900;52
Chr1;81901;82000;47
Chr1;82001;82100;50
Chr1;82101;82200;38
Chr1;82201;82300;26
Chr1;82301;82400;40
Chr1;82401;82500;38
Chr1;82501;82600;34
Chr1;82601;82700;45
Chr1;82701;82800;44
Chr1;82801;82900;46
Chr1;82901;83000;43
Chr1;83001;83100;32
Chr1;83101;83200;38
Chr1;83201;83300;48
Chr1;83301;83400;30
Chr1;83401;83500;23
Chr1;83501;83600;52
Chr1;83601;83700;55
Chr1;83701;83800;41
Chr1;83801;83900;37
Chr1;83901;84000;47
Chr1;84001;84100;61
Chr1;84101;84200;30
Chr1;84201;84300;64
Chr1;84301;84400;37
Chr1;84401;84500;33
Chr1;84501;84600;48
Chr1;84601;84700;45
Chr1;84701;84800;46
Chr1;84801;84900;39
Chr1;84901;85000;48
Chr1;85001;85100;42
Chr1;85101;85200;17
Chr1;85201;85300;24
Chr1;85301;85400;49
Chr1;85401;85500;43
Chr1;85501;85600;46
Chr1;85601;85700;52
Chr1;85701;85800;58
Chr1;85801;85900;48
Chr1;85901;86000;35
Chr1;86001;86100;33
Chr1;86101;86200;54
Chr1;86201;86300;32
Chr1;86301;86400;39
Chr1;86401;86500;35
Chr1;86501;86600;38
Chr1;86601;86700;46
Chr1;86701;86800;48
Chr1;86801;86900;42
Chr1;86901;87000;50
Chr1;87001;87100;46
Chr1;87101;87200;35
Chr1;87201;87300;54
Chr1;87301;87400;52
Chr1;87401;87500;29
Chr1;87501;87600;53
Chr1;87601;87700;53
Chr1;87701;87800;65
Chr1;87801;87900;48
Chr1;87901;88000;40
Chr1;88001;88100;42
Chr1;88101;88200;56
Chr1;88201;88300;48
Chr1;88301;88400;21
Chr1;88401;88500;55
Chr1;88501;88600;49
Chr1;88601;88700;49
Chr1;88701;88800;31
Chr1;88801;88900;27
Chr1;88901;89000;24
Chr1;89001;89100;48
Chr1;89101;89200;36
Chr1;89201;89300;45
Chr1;89301;89400;47
Chr1;89401;89500;51
Chr1;89501;89600;52
Chr1;89601;89700;45
Chr1;89701;89800;27
Chr1;89801;89900;40
Chr1;89901;90000;45
Chr1;90001;90100;44
Chr1;90101;90200;43
Chr1;90201;90300;43
Chr1;90301;90400;36
Chr1;90401;90500;32
Chr1;90501;90600;52
Chr1;90601;90700;56
Chr1;90701;90800;36
Chr1;90801;90900;46
Chr1;90901;91000;39
Chr1;91001;91100;38
Chr1;91101;91200;52
Chr1;91201;91300;40
Chr1;91301;91400;45
Chr1;91401;91500;49
Chr1;91501;91600;47
Chr1;91601;91700;47
Chr1;91701;91800;41
Chr1;91801;91900;33
Chr1;91901;92000;38
Chr1;92001;92100;32
Chr1;92101;92200;24
Chr1;92201;92300;51
Chr1;92301;92400;31
Chr1;92401;92500;54
Chr1;92501;92600;56
Chr1;92601;92700;50
Chr1;92701;92800;47
Chr1;92801;92900;44
Chr1;92901;93000;24
Chr1;93001;93100;49
Chr1;93101;93200;47
Chr1;93201;93300;43
Chr1;93301;93400;41
Chr1;93401;93500;48
Chr1;93501;93600;50
Chr1;93601;93700;46
Chr1;93701;93800;48
Chr1;93801;93900;23
Chr1;93901;94000;53
Chr1;94001;94100;49
Chr1;94101;94200;40
Chr1;94201;94300;49
Chr1;94301;94400;40
Chr1;94401;94500;45
Chr1;94501;94600;41
Chr1;94601;94700;35
Chr1;94701;94800;40
Chr1;94801;94900;38
Chr1;94901;95000;39
Chr1;95001;95100;44
Chr1;95101;95200;46
Chr1;95201;95300;52
Chr1;95301;95400;62
Chr1;95401;95500;52
Chr1;95501;95600;46
Chr1;95601;95700;41
Chr1;95701;95800;38
Chr1;95801;95900;47
Chr1;95901;96000;41
Chr1;96001;96100;26
Chr1;96101;96200;42
Chr1;96201;96300;41
Chr1;96301;96400;41
Chr1;96401;96500;47
Chr1;96501;96600;51
Chr1;96601;96700;49
Chr1;96701;96800;44
Chr1;96801;96900;25
Chr1;96901;97000;46
Chr1;97001;97100;37
Chr1;97101;97200;47
Chr1;97201;97300;49
Chr1;97301;97400;48
Chr1;97401;97500;49
Chr1;97501;97600;44
Chr1;97601;97700;51
Chr1;97701;97800;38
Chr1;97801;97900;35
Chr1;97901;98000;43
Chr1;98001;98100;41
Chr1;98101;98200;39
Chr1;98201;98300;54
Chr1;98301;98400;42
Chr1;98401;98500;48
Chr1;98501;98600;46
Chr1;98601;98700;32
Chr1;98701;98800;40
Chr1;98801;98900;30
Chr1;98901;99000;46
Chr1;99001;99100;59
Chr1;99101;99200;49
Chr1;99201;99300;55
Chr1;99301;99400;39
Chr1;99401;99500;26
Chr1;99501;99600;51
Chr1;99601;99700;43
Chr1;99701;99800;45
Chr1;99801;99900;40
Chr1;99901;100000;53
Chr1;100001;100100;35
Chr1;100101;100200;42
Chr1;100201;100300;47
Chr1;100301;100400;43
Chr1;100401;100500;32
Chr1;100501;100600;41
Chr1;100601;100700;43
Chr1;100701;100800;54
Chr1;100801;100900;39
Chr1;100901;101000;51
Chr1;101001;101100;36
Chr1;101101;101200;49
Chr1;101201;101300;46
Chr1;101301;101400;36
Chr1;101401;101500;37
Chr1;101501;101600;41
Chr1;101601;101700;41
Chr1;101701;101800;52
Chr1;101801;101900;39
Chr1;101901;102000;29
Chr1;102001;102100;46
Chr1;102101;102200;29
Chr1;102201;102300;34
Chr1;102301;102400;17
Chr1;102401;102500;28
Chr1;102501;102600;40
Chr1;102601;102700;38
Chr1;102701;102800;36
Chr1;102801;102900;40
Chr1;102901;103000;47
Chr1;103001;103100;32
Chr1;103101;103200;44
Chr1;103201;103300;31
Chr1;103301;103400;29
Chr1;103401;103500;24
Chr1;103501;103600;48
Chr1;103601;103700;43
Chr1;103701;103800;24
Chr1;103801;103900;25
Chr1;103901;104000;36
Chr1;104001;104100;33
Chr1;104101;104200;19
Chr1;104201;104300;33
Chr1;104301;104400;40
Chr1;104401;104500;39
Chr1;104501;104600;41
Chr1;104601;104700;38
Chr1;104701;104800;47
Chr1;104801;104900;37
Chr1;104901;105000;43
Chr1;105001;105100;47
Chr1;105101;105200;40
Chr1;105201;105300;39
Chr1;105301;105400;55
Chr1;105401;105500;59
Chr1;105501;105600;35
Chr1;105601;105700;39
Chr1;105701;105800;33
Chr1;105801;105900;34
Chr1;105901;106000;23
Chr1;106001;106100;37
Chr1;106101;106200;44
Chr1;106201;106300;41
Chr1;106301;106400;34
Chr1;106401;106500;45
Chr1;106501;106600;47
Chr1;106601;106700;52
Chr1;106701;106800;46
Chr1;106801;106900;42
Chr1;106901;107000;33
Chr1;107001;107100;37
Chr1;107101;107200;37
Chr1;107201;107300;49
Chr1;107301;107400;42
Chr1;107401;107500;31
Chr1;107501;107600;42
